frame_path,angle
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225540_744.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230442_714.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224100_091.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230843_952.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225627_872.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230834_692.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230007_720.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230244_722.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230723_963.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225822_225.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225400_608.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230915_826.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223657_622.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225846_723.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230352_589.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223636_868.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230518_343.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224423_705.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230816_975.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225848_466.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223624_007.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225911_589.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223816_219.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230520_823.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230837_188.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230843_697.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225619_605.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224122_851.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224055_980.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225741_859.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224213_089.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230740_328.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225615_230.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225606_973.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230209_461.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230026_359.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224009_342.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225352_603.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225753_107.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230648_337.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225938_238.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230313_106.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230434_203.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225528_746.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224144_728.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230934_819.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230258_459.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230236_465.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231033_184.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225409_492.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223803_351.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224404_828.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225633_738.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231030_684.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223718_350.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230705_703.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225615_735.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230330_353.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231054_436.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225721_128.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223915_242.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223638_103.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230000_706.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230104_968.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225610_114.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223952_102.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230423_580.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230824_721.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225601_605.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225913_103.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230941_701.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225440_001.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230239_586.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230232_967.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224036_344.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231018_191.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225428_626.jpg,150
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225556_850.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223807_981.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223851_614.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225656_232.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231015_073.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230600_964.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223849_613.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230624_833.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225950_837.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223728_622.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230055_467.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230754_086.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225408_233.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224350_725.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230300_082.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230012_107.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223735_868.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230312_200.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230213_732.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225756_985.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230500_328.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225421_986.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230138_843.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230817_847.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225951_847.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230431_210.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225436_233.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230814_711.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223840_123.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230000_093.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225737_220.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225442_244.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224210_464.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230043_471.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230720_189.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224010_101.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230907_697.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224256_359.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230045_217.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224207_845.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230845_690.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225947_103.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230712_568.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230942_690.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230522_092.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230639_587.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223741_243.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223855_099.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225655_491.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230010_231.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230740_202.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230544_091.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223855_739.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225830_341.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230111_872.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224243_976.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230729_816.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224209_098.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230705_575.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230903_443.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230219_083.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224312_097.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230731_946.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230136_109.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225547_227.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230721_070.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225639_110.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230727_067.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230028_478.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223614_991.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230017_966.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230003_362.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225824_725.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223929_738.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225442_855.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230046_854.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223957_850.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225750_221.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224334_468.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223915_106.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224343_580.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224206_107.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231055_817.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231102_195.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224336_823.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230739_947.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230616_071.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230921_570.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225837_606.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231037_437.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230059_972.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225948_590.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223755_598.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225605_122.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223801_726.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230050_963.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225336_614.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223745_501.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230746_197.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231051_194.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224316_708.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230428_708.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223802_725.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230235_963.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223816_630.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231040_949.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223744_985.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225613_871.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223656_484.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230055_352.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230724_319.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224008_972.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225805_235.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224027_967.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231056_312.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230615_835.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225356_738.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223752_730.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224248_346.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223818_973.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224304_971.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230652_074.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225537_729.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230614_592.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224120_716.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223834_726.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225614_475.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230333_333.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225402_854.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230225_467.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230158_965.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225322_734.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224216_088.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230000_971.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230355_332.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225546_477.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225905_098.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225736_367.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230829_586.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230041_481.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230015_977.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223616_354.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225904_844.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223813_229.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225455_978.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225941_716.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225844_596.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230148_461.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225711_114.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230034_845.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224308_089.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230256_957.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230809_249.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224244_861.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223611_728.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223639_870.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224200_953.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230132_614.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224245_217.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230447_961.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230505_347.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225536_727.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230322_708.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224251_966.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223926_488.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224307_600.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230129_461.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225921_966.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230730_826.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223733_746.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225843_860.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230055_837.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225622_346.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225718_851.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223949_971.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225725_491.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230958_186.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230326_967.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224248_712.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230902_078.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230427_455.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224146_216.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230639_829.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230003_111.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230839_075.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225711_976.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223809_366.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230724_068.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223812_723.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230326_341.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225621_731.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225603_861.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230402_961.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230156_457.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230913_970.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223838_729.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224411_598.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224418_099.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224318_839.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224316_460.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230148_085.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225759_344.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230522_323.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225745_117.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224048_965.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231023_575.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225442_107.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223939_724.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224353_209.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225405_748.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224123_980.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230446_703.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225315_124.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225854_093.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225421_608.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224309_728.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224341_341.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223640_492.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230031_355.jpg,30
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225518_476.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230222_462.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225831_601.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225437_362.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225811_729.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225711_598.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225724_989.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230742_214.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225638_993.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_231042_455.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225316_119.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230559_328.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224228_088.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230920_691.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225430_997.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225422_997.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230348_212.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230847_703.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230035_092.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_223746_368.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230605_449.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224215_353.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224336_584.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230941_470.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225848_241.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230355_468.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224033_237.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230710_705.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225609_116.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225611_494.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224258_732.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230836_705.jpg,120
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230453_447.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_230713_696.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225559_621.jpg,60
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_225854_592.jpg,90
C:\Users\USER\Desktop\augmented_frames\cropped_image_20241214_224422_703.jpg,60
